Year,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,COEMISSIONS 
2000,VOLVO,S70 GLT TURBO,MID-SIZE,2.4,5,A4,Z,13.6,274
2000,VOLVO,S70 T5 TURBO,MID-SIZE,2.3,5,A4,Z,13.9,274
2000,VOLVO,S70 T5 TURBO,MID-SIZE,2.3,5,M5,Z,13,260
2000,VOLVO,S80 2.9,MID-SIZE,2.9,6,A4,Z,14.5,285
2000,VOLVO,S80 T-6,MID-SIZE,2.8,6,AS4,Z,15.1,297
2000,VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,A5,Z,13.2,262
2000,VOLVO,V70,STATION WAGON - MID-SIZE,2.4,5,M5,Z,12.6,251
2000,VOLVO,V70 AWD TURBO,STATION WAGON - MID-SIZE,2.4,5,A4,Z,14.4,288
2000,VOLVO,V70 GLT TURBO,STATION WAGON - MID-SIZE,2.4,5,A4,Z,13.6,274
2000,VOLVO,V70 T5 TURBO,STATION WAGON - MID-SIZE,2.3,5,A4,Z,13.9,274
2000,VOLVO,V70 T5 TURBO,STATION WAGON - MID-SIZE,2.3,5,M5,Z,13,260
2000,VOLVO,V70R AWD TURBO,STATION WAGON - MID-SIZE,2.4,5,A5,Z,14.7,299
